ID,Name,Parent ID,Parent Name,Object Type,Path Name
12249833,PROD,0,SimCorp Dimension,Plan,PROD
12249910,Queues_Users,12249833,PROD,Plan,PROD/Queues_Users
12249925,$Folder,12249833,PROD,Plan,PROD/$Folder
12250117,Alerts,12249833,PROD,Plan,PROD/Alerts
12250118,Job_Templates,12249833,PROD,Plan,PROD/Job_Templates
12250119,Jobs,12249833,PROD,Plan,PROD/Jobs
12250450,File_Templates,12249833,PROD,Plan,PROD/File_Templates
12250451,Adhoc_Plans,12249833,PROD,Plan,PROD/Adhoc_Plans
12250629,Schedules,12249833,PROD,Plan,PROD/Schedules
12250630,External_Dependency_Plans,12249833,PROD,Plan,PROD/External_Dependency_Plans
12250631,Constraints,12249833,PROD,Plan,PROD/Constraints
12250632,Constraint_Triggered_Plans,12249833,PROD,Plan,PROD/Constraint_Triggered_Plans
12250998,Plans,12249833,PROD,Plan,PROD/Plans
12251909,Scheduled_Plans,12249833,PROD,Plan,PROD/Scheduled_Plans
12251978,Triggered_Plans,12249833,PROD,Plan,PROD/Triggered_Plans
12559837,Email_Templates,12249833,PROD,Plan,PROD/Email_Templates
13868428,$JobPlan,12249833,PROD,JobPlan,PROD/$JobPlan
27355211,vc_Variables,12249833,PROD,JobPlan,PROD/vc_Variables
27355222,vce_Variables,12249833,PROD,JobPlan,PROD/vce_Variables
30819760,Calendars,12249833,PROD,Plan,PROD/Calendars
12249935,$Job,12249833,PROD,Job,PROD/$Job
12249936,$Reference,12249833,PROD,Reference,PROD/$Reference
12250120,DM_REF_PARTIES,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_PARTIES
12250121,DM_REF_SMF,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_SMF
12250122,TRN_EXT_CL_TRD,12250119,Jobs,JobPlan,PROD/Jobs/TRN_EXT_CL_TRD
12250123,DM_REF_BONDS,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_BONDS
12250124,DM_REF_MKTDATA,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_MKTDATA
12250125,DM_REF_SEC_ALL,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_SEC_ALL
12250126,TRN_CASH,12250119,Jobs,JobPlan,PROD/Jobs/TRN_CASH
12250127,RE_DWH_LOAD,12250119,Jobs,JobPlan,PROD/Jobs/RE_DWH_LOAD
12250128,RECON_INT_BNK_CB,12250119,Jobs,JobPlan,PROD/Jobs/RECON_INT_BNK_CB
12250129,RECON_INT_UNIT_1,12250119,Jobs,JobPlan,PROD/Jobs/RECON_INT_UNIT_1
12250130,RECON_INT_UNIT_2,12250119,Jobs,JobPlan,PROD/Jobs/RECON_INT_UNIT_2
12250131,RECON_NT_CSH_BAL,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_CSH_BAL
12250132,RECON_NT_CSH_PMT,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_CSH_PMT
12250133,RECON_NT_POS_IAB,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_POS_IAB
12250134,RECON_NT_WTAX,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_WTAX
12250135,RECON_NT_POS_IO,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_POS_IO
12250136,RECON_NT_TRX,12250119,Jobs,JobPlan,PROD/Jobs/RECON_NT_TRX
12250137,SA_EOD_ADMIN,12250119,Jobs,JobPlan,PROD/Jobs/SA_EOD_ADMIN
12250138,SA_SOD_ADMIN,12250119,Jobs,JobPlan,PROD/Jobs/SA_SOD_ADMIN
12250139,SYNC_SCD_TO_BCI,12250119,Jobs,JobPlan,PROD/Jobs/SYNC_SCD_TO_BCI
12250140,TM_DEPO_REPO,12250119,Jobs,JobPlan,PROD/Jobs/TM_DEPO_REPO
12250141,DM_REF_EXTRACTS,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_EXTRACTS
12250142,TRN_FUT,12250119,Jobs,JobPlan,PROD/Jobs/TRN_FUT
12250143,DM_REF_BANK_HOLIDAYS,12250119,Jobs,JobPlan,PROD/Jobs/DM_REF_BANK_HOLIDAYS
12250144,SA_EOD_PMT,12250119,Jobs,JobPlan,PROD/Jobs/SA_EOD_PMT
12250145,AS_24D_CA_CR_SDTR,12250119,Jobs,JobPlan,PROD/Jobs/AS_24D_CA_CR_SDTR
12250146,SA_PAYR_RAISE_STAT,12250119,Jobs,JobPlan,PROD/Jobs/SA_PAYR_RAISE_STAT
12250147,Alternative_Investments,12250119,Jobs,Plan,PROD/Jobs/Alternative_Investments
12250148,PERF_CASH_BUCKETS,12250119,Jobs,JobPlan,PROD/Jobs/PERF_CASH_BUCKETS
12250149,PERF_DAILY_FUND,12250119,Jobs,JobPlan,PROD/Jobs/PERF_DAILY_FUND
12250150,PERF_DAILY_CLIENT,12250119,Jobs,JobPlan,PROD/Jobs/PERF_DAILY_CLIENT
12250151,PERF_DAILY_INDEX,12250119,Jobs,JobPlan,PROD/Jobs/PERF_DAILY_INDEX
12250152,PERF_ME_FUND,12250119,Jobs,JobPlan,PROD/Jobs/PERF_ME_FUND
12250153,PERF_ME_CLIENT,12250119,Jobs,JobPlan,PROD/Jobs/PERF_ME_CLIENT
12250154,PERF_WEEKLY_FUND,12250119,Jobs,JobPlan,PROD/Jobs/PERF_WEEKLY_FUND
12250155,RE_CASH_MGMT,12250119,Jobs,JobPlan,PROD/Jobs/RE_CASH_MGMT
12250156,PERF_INDEX_UNIDATA,12250119,Jobs,JobPlan,PROD/Jobs/PERF_INDEX_UNIDATA
12250157,GL_CONTR_SURP_REBOOK,12250119,Jobs,JobPlan,PROD/Jobs/GL_CONTR_SURP_REBOOK
12250158,TRN_REPO,12250119,Jobs,JobPlan,PROD/Jobs/TRN_REPO
12250159,TRN_SBB_O,12250119,Jobs,JobPlan,PROD/Jobs/TRN_SBB_O
12250160,TRN_FX_OPT,12250119,Jobs,JobPlan,PROD/Jobs/TRN_FX_OPT
12250161,TRN_IRS_BASIS,12250119,Jobs,JobPlan,PROD/Jobs/TRN_IRS_BASIS
12250162,TRN_IRS_FI_FL,12250119,Jobs,JobPlan,PROD/Jobs/TRN_IRS_FI_FL
12250163,TRN_OTC_OPT,12250119,Jobs,JobPlan,PROD/Jobs/TRN_OTC_OPT
12250164,TRN_TRS,12250119,Jobs,JobPlan,PROD/Jobs/TRN_TRS
12250165,TRN_IRS_OIS_FI,12250119,Jobs,JobPlan,PROD/Jobs/TRN_IRS_OIS_FI
12250166,TRN_IRS_OIS_FL,12250119,Jobs,JobPlan,PROD/Jobs/TRN_IRS_OIS_FL
12250167,RECON_INT_DERIV,12250119,Jobs,JobPlan,PROD/Jobs/RECON_INT_DERIV
12250168,TRN_LN_FAC_FEE,12250119,Jobs,JobPlan,PROD/Jobs/TRN_LN_FAC_FEE
12250169,TRN_LN_FAC_TRD,12250119,Jobs,JobPlan,PROD/Jobs/TRN_LN_FAC_TRD
12250170,TRN_LN_FAC_TRD_CANC,12250119,Jobs,JobPlan,PROD/Jobs/TRN_LN_FAC_TRD_CANC
12250171,TRN_LN_FAC_SET,12250119,Jobs,JobPlan,PROD/Jobs/TRN_LN_FAC_SET
12250172,SA_CASH_MGMT,12250119,Jobs,JobPlan,PROD/Jobs/SA_CASH_MGMT
12250173,TRN_CCS_BASIS,12250119,Jobs,JobPlan,PROD/Jobs/TRN_CCS_BASIS
12250174,TRN_CCS_FI_FL,12250119,Jobs,JobPlan,PROD/Jobs/TRN_CCS_FI_FL
12250175,TRN_CCS_FI_FI,12250119,Jobs,JobPlan,PROD/Jobs/TRN_CCS_FI_FI
12250176,TRN_SWAPTION,12250119,Jobs,JobPlan,PROD/Jobs/TRN_SWAPTION
12250177,TRN_CDSOPT,12250119,Jobs,JobPlan,PROD/Jobs/TRN_CDSOPT
12250178,TRN_VAR_SWAP,12250119,Jobs,JobPlan,PROD/Jobs/TRN_VAR_SWAP
12250179,TRN_VOL_SWAP,12250119,Jobs,JobPlan,PROD/Jobs/TRN_VOL_SWAP
12250180,TRN_DIV_CAP_EVENT,12250119,Jobs,JobPlan,PROD/Jobs/TRN_DIV_CAP_EVENT
12250181,MAN_EXT_CL_TRD,12250119,Jobs,JobPlan,PROD/Jobs/MAN_EXT_CL_TRD
12250182,RE_PERF_DWH_LOAD,12250119,Jobs,JobPlan,PROD/Jobs/RE_PERF_DWH_LOAD
12250183,TRN_PMT_REC_AUXSTAT_20200302,12250119,Jobs,JobPlan,PROD/Jobs/TRN_PMT_REC_AUXSTAT_20200302
12250184,REF_SMF,12250119,Jobs,JobPlan,PROD/Jobs/REF_SMF
12250185,DWH_PFC_ERRORS,12250119,Jobs,JobPlan,PROD/Jobs/DWH_PFC_ERRORS
12250186,FLS_DEXS,12250119,Jobs,JobPlan,PROD/Jobs/FLS_DEXS
12250187,PERF_MCDS,12250119,Jobs,JobPlan,PROD/Jobs/PERF_MCDS
12250189,DWHREC_ABOR_POS,12250119,Jobs,JobPlan,PROD/Jobs/DWHREC_ABOR_POS
12250190,DWHREC_FUND_DCMP,12250119,Jobs,JobPlan,PROD/Jobs/DWHREC_FUND_DCMP
12250191,DWHREC_GLHOLDNG,12250119,Jobs,JobPlan,PROD/Jobs/DWHREC_GLHOLDNG
12250192,DWHREC_IBOR_POS,12250119,Jobs,JobPlan,PROD/Jobs/DWHREC_IBOR_POS
12250193,DWHREC_IBOR_SETT,12250119,Jobs,JobPlan,PROD/Jobs/DWHREC_IBOR_SETT
12250452,Copy_To_Direct_and_Archive,12250450,File_Templates,JobPlan,PROD/File_Templates/Copy_To_Direct_and_Archive
12250453,Delete_From_Direct_After_Processing,12250450,File_Templates,JobPlan,PROD/File_Templates/Delete_From_Direct_After_Processing
12250454,Copy_To_SFTP_and_Archive,12250450,File_Templates,JobPlan,PROD/File_Templates/Copy_To_SFTP_and_Archive
12250455,Sync_Remote_To_Local,12250450,File_Templates,JobPlan,PROD/File_Templates/Sync_Remote_To_Local
12250456,test_alerts,12250451,Adhoc_Plans,JobPlan,PROD/Adhoc_Plans/test_alerts
12250457,Copy_To_Archive_And_FTP_To_SCD,12250450,File_Templates,JobPlan,PROD/File_Templates/Copy_To_Archive_And_FTP_To_SCD
12250458,Swift_Move_To_Direct,12250450,File_Templates,JobPlan,PROD/File_Templates/Swift_Move_To_Direct
12250459,Copy_To_Archive,12250450,File_Templates,JobPlan,PROD/File_Templates/Copy_To_Archive
12250460,Direct_Archive,12250450,File_Templates,JobPlan,PROD/File_Templates/Direct_Archive
12250633,SCD_EOD_PROCESSING,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SCD_EOD_PROCESSING
12250634,SCD_RECON,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SCD_RECON
12250635,zz_SCD_PERF_DAILY,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/zz_SCD_PERF_DAILY
12250636,zz_SCD_EXTRACTS_PRE_EOD,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/zz_SCD_EXTRACTS_PRE_EOD
12250637,SCD_DWH_LOAD,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SCD_DWH_LOAD
12250638,SCD_SOD,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SCD_SOD
12250639,WAIT_SCD_EOD_PROCESSING,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SCD_EOD_PROCESSING
12250640,WAIT_SCD_DWH_LOAD,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SCD_DWH_LOAD
12250641,WAIT_SCD_PERF_DAILY,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SCD_PERF_DAILY
12250642,WAIT_SCD_RECON,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SCD_RECON
12250643,Wait_EDM_To_SCD_Last_NT_File,12250631,Constraints,JobPlan,PROD/Constraints/Wait_EDM_To_SCD_Last_NT_File
12250644,Message_SCD_To_EDM_SCD_DW,12250630,External_Dependency_Plans,JobPlan,PROD/External_Dependency_Plans/Message_SCD_To_EDM_SCD_DW
12250645,Wait_EDM_To_SCD_Market_Prices,12250631,Constraints,JobPlan,PROD/Constraints/Wait_EDM_To_SCD_Market_Prices
12250646,WAIT_EDM_TO_SCD_PERFORMANCE_PRICES,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_EDM_TO_SCD_PERFORMANCE_PRICES
12250647,WAIT_SUPERD_PRICES,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SUPERD_PRICES
12250648,WAIT_MARKET_FX_RATES,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_MARKET_FX_RATES
12250649,WAIT_MARKET_REF_RATES,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_MARKET_REF_RATES
12250651,WAIT_SCD_PERF_INDEX_UNIDATA,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SCD_PERF_INDEX_UNIDATA
12250652,WAIT_POS_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_POS_RECON_FILE
12250653,WAIT_CASH_PMT_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_CASH_PMT_RECON_FILE
12250654,WAIT_UNIT_2_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_UNIT_2_RECON_FILE
12250655,WAIT_SUPERD_RECON,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_SUPERD_RECON
12250656,Message_SCD_To_Mulesoft_SCD_DW,12250630,External_Dependency_Plans,JobPlan,PROD/External_Dependency_Plans/Message_SCD_To_Mulesoft_SCD_DW
12250658,SA_CASH_MGMT,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SA_CASH_MGMT
12250659,SCD_DWH_RECON,12250632,Constraint_Triggered_Plans,JobPlan,PROD/Constraint_Triggered_Plans/SCD_DWH_RECON
12250660,WAIT_DWH_ABOR_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_DWH_ABOR_RECON_FILE
12250661,WAIT_DWH_FUND_DECOMP_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_DWH_FUND_DECOMP_RECON_FILE
12250662,WAIT_DWH_GL_HOLDINGS_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_DWH_GL_HOLDINGS_RECON_FILE
12250663,WAIT_DWH_IBOR_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_DWH_IBOR_RECON_FILE
12250664,WAIT_DWH_SETTLE_RECON_FILE,12250631,Constraints,JobPlan,PROD/Constraints/WAIT_DWH_SETTLE_RECON_FILE
12250999,DM_REF_PARTIES,12250998,Plans,JobPlan,PROD/Plans/DM_REF_PARTIES
12251000,DM_REF_SMF,12250998,Plans,JobPlan,PROD/Plans/DM_REF_SMF
12251001,TRN_EXT_CL_TRD,12250998,Plans,JobPlan,PROD/Plans/TRN_EXT_CL_TRD
12251002,DM_REF_BONDS,12250998,Plans,JobPlan,PROD/Plans/DM_REF_BONDS
12251003,DM_REF_MKTDATA,12250998,Plans,JobPlan,PROD/Plans/DM_REF_MKTDATA
12251004,DM_REF_SEC_ALL,12250998,Plans,JobPlan,PROD/Plans/DM_REF_SEC_ALL
12251005,TRN_CASH,12250998,Plans,JobPlan,PROD/Plans/TRN_CASH
12251006,RE_DWH_LOAD,12250998,Plans,JobPlan,PROD/Plans/RE_DWH_LOAD
12251007,SA_EOD_ADMIN,12250998,Plans,JobPlan,PROD/Plans/SA_EOD_ADMIN
12251008,SA_SOD_ADMIN,12250998,Plans,JobPlan,PROD/Plans/SA_SOD_ADMIN
12251009,RECON_INT_BNK_CB,12250998,Plans,JobPlan,PROD/Plans/RECON_INT_BNK_CB
12251010,RECON_INT_UNIT_1,12250998,Plans,JobPlan,PROD/Plans/RECON_INT_UNIT_1
12251011,RECON_INT_UNIT_2,12250998,Plans,JobPlan,PROD/Plans/RECON_INT_UNIT_2
12251012,RECON_NT_CSH_BAL,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_CSH_BAL
12251013,RECON_NT_CSH_PMT,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_CSH_PMT
12251014,RECON_NT_POS_IAB,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_POS_IAB
12251015,RECON_NT_POS_IO,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_POS_IO
12251016,RECON_NT_TRX,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_TRX
12251017,RECON_NT_WTAX,12250998,Plans,JobPlan,PROD/Plans/RECON_NT_WTAX
12251018,SA_CASH_MGMT_FILE_MOVE,12250998,Plans,JobPlan,PROD/Plans/SA_CASH_MGMT_FILE_MOVE
12251020,TM_DEPO_REPO,12250998,Plans,JobPlan,PROD/Plans/TM_DEPO_REPO
12251021,DM_REF_EXTRACTS,12250998,Plans,JobPlan,PROD/Plans/DM_REF_EXTRACTS
12251022,TRN_FUT,12250998,Plans,JobPlan,PROD/Plans/TRN_FUT
12251023,DM_REF_BANK_HOLIDAYS,12250998,Plans,JobPlan,PROD/Plans/DM_REF_BANK_HOLIDAYS
12251024,SA_EOD_PMT,12250998,Plans,JobPlan,PROD/Plans/SA_EOD_PMT
12251025,AS_24D_CA_CR_SDTR,12250998,Plans,JobPlan,PROD/Plans/AS_24D_CA_CR_SDTR
12251026,SA_PAYR_RAISE_STAT,12250998,Plans,JobPlan,PROD/Plans/SA_PAYR_RAISE_STAT
12251027,Alternative_Investments,12250998,Plans,Plan,PROD/Plans/Alternative_Investments
12251028,PERF_CASH_BUCKETS,12250998,Plans,JobPlan,PROD/Plans/PERF_CASH_BUCKETS
12251029,PERF_DAILY_FUND,12250998,Plans,JobPlan,PROD/Plans/PERF_DAILY_FUND
12251030,PERF_DAILY_CLIENT,12250998,Plans,JobPlan,PROD/Plans/PERF_DAILY_CLIENT
12251031,PERF_DAILY_INDEX,12250998,Plans,JobPlan,PROD/Plans/PERF_DAILY_INDEX
12251032,PERF_ME_FUND,12250998,Plans,JobPlan,PROD/Plans/PERF_ME_FUND
12251033,PERF_ME_CLIENT,12250998,Plans,JobPlan,PROD/Plans/PERF_ME_CLIENT
12251034,PERF_WEEKLY_FUND,12250998,Plans,JobPlan,PROD/Plans/PERF_WEEKLY_FUND
12251035,RE_CASH_MGMT,12250998,Plans,JobPlan,PROD/Plans/RE_CASH_MGMT
12251036,PERF_INDEX_UNIDATA,12250998,Plans,JobPlan,PROD/Plans/PERF_INDEX_UNIDATA
12251037,GL_CONTR_SURP_REBOOK,12250998,Plans,JobPlan,PROD/Plans/GL_CONTR_SURP_REBOOK
12251038,TRN_REPO,12250998,Plans,JobPlan,PROD/Plans/TRN_REPO
12251039,TRN_SBB_O,12250998,Plans,JobPlan,PROD/Plans/TRN_SBB_O
12251040,TRN_FX_OPT,12250998,Plans,JobPlan,PROD/Plans/TRN_FX_OPT
12251041,TRN_IRS_BASIS,12250998,Plans,JobPlan,PROD/Plans/TRN_IRS_BASIS
12251042,TRN_IRS_FI_FL,12250998,Plans,JobPlan,PROD/Plans/TRN_IRS_FI_FL
12251043,TRN_OTC_OPT,12250998,Plans,JobPlan,PROD/Plans/TRN_OTC_OPT
12251044,TRN_TRS,12250998,Plans,JobPlan,PROD/Plans/TRN_TRS
12251045,TRN_IRS_OIS_FI,12250998,Plans,JobPlan,PROD/Plans/TRN_IRS_OIS_FI
12251046,TRN_IRS_OIS_FL,12250998,Plans,JobPlan,PROD/Plans/TRN_IRS_OIS_FL
12251047,RECON_INT_DERIV,12250998,Plans,JobPlan,PROD/Plans/RECON_INT_DERIV
12251048,RECON_INT_DERIV_FILE_MOVE,12250998,Plans,JobPlan,PROD/Plans/RECON_INT_DERIV_FILE_MOVE
12251049,TRN_LN_FAC_FEE,12250998,Plans,JobPlan,PROD/Plans/TRN_LN_FAC_FEE
12251050,TRN_LN_FAC_TRD,12250998,Plans,JobPlan,PROD/Plans/TRN_LN_FAC_TRD
12251051,TRN_LN_FAC_TRD_CANC,12250998,Plans,JobPlan,PROD/Plans/TRN_LN_FAC_TRD_CANC
12251052,TRN_LN_FAC_SET,12250998,Plans,JobPlan,PROD/Plans/TRN_LN_FAC_SET
12251053,SA_CASH_MGMT,12250998,Plans,JobPlan,PROD/Plans/SA_CASH_MGMT
12251054,TRN_CCS_BASIS,12250998,Plans,JobPlan,PROD/Plans/TRN_CCS_BASIS
12251055,TRN_IRS_FI_FI,12250998,Plans,JobPlan,PROD/Plans/TRN_IRS_FI_FI
12251056,TRN_CCS_FI_FL,12250998,Plans,JobPlan,PROD/Plans/TRN_CCS_FI_FL
12251057,TRN_CCS_FI_FI,12250998,Plans,JobPlan,PROD/Plans/TRN_CCS_FI_FI
12251058,TRN_SWAPTION,12250998,Plans,JobPlan,PROD/Plans/TRN_SWAPTION
12251059,TRN_CDSOPT,12250998,Plans,JobPlan,PROD/Plans/TRN_CDSOPT
12251060,TRN_VAR_SWAP,12250998,Plans,JobPlan,PROD/Plans/TRN_VAR_SWAP
12251061,TRN_VOL_SWAP,12250998,Plans,JobPlan,PROD/Plans/TRN_VOL_SWAP
12251062,TRN_DIV_CAP_EVENT,12250998,Plans,JobPlan,PROD/Plans/TRN_DIV_CAP_EVENT
12251063,MAN_EXT_CL_TRD,12250998,Plans,JobPlan,PROD/Plans/MAN_EXT_CL_TRD
12251064,RE_PERF_DWH_LOAD,12250998,Plans,JobPlan,PROD/Plans/RE_PERF_DWH_LOAD
12251066,REF_SMF,12250998,Plans,JobPlan,PROD/Plans/REF_SMF
12251067,DWH_PFC_ERRORS,12250998,Plans,JobPlan,PROD/Plans/DWH_PFC_ERRORS
12251068,Set_Dates,12250998,Plans,Plan,PROD/Plans/Set_Dates
12251069,PERF_MCDS,12250998,Plans,JobPlan,PROD/Plans/PERF_MCDS
12251071,FLS_DEXS,12250998,Plans,JobPlan,PROD/Plans/FLS_DEXS
12251072,DWHREC_FUND_DCMP,12250998,Plans,JobPlan,PROD/Plans/DWHREC_FUND_DCMP
12251073,DWHREC_GLHOLDNG,12250998,Plans,JobPlan,PROD/Plans/DWHREC_GLHOLDNG
12251074,DWHREC_IBOR_POS,12250998,Plans,JobPlan,PROD/Plans/DWHREC_IBOR_POS
12251075,DWHREC_IBOR_SETT,12250998,Plans,JobPlan,PROD/Plans/DWHREC_IBOR_SETT
12251076,DWHREC_ABOR_POS,12250998,Plans,JobPlan,PROD/Plans/DWHREC_ABOR_POS
12251078,DWHREC_FILE_MOVE,12250998,Plans,JobPlan,PROD/Plans/DWHREC_FILE_MOVE
12251910,RE_CASH_MGMT,12251909,Scheduled_Plans,JobPlan,PROD/Scheduled_Plans/RE_CASH_MGMT
12251911,PAYMENT_RECONCILIATION,12251909,Scheduled_Plans,JobPlan,PROD/Scheduled_Plans/PAYMENT_RECONCILIATION
12251912,SCD_EXTRACTS_6pm,12251909,Scheduled_Plans,JobPlan,PROD/Scheduled_Plans/SCD_EXTRACTS_6pm
12251913,AS_24D_CA_CR_SDTR,12251909,Scheduled_Plans,JobPlan,PROD/Scheduled_Plans/AS_24D_CA_CR_SDTR
12251915,FLS_DEXS,12251909,Scheduled_Plans,JobPlan,PROD/Scheduled_Plans/FLS_DEXS
12251979,DM_REF_BONDS_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DM_REF_BONDS_TRIGGERED
12251980,DM_REF_MKTDATA_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DM_REF_MKTDATA_TRIGGERED
12251981,DM_REF_PARTIES_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DM_REF_PARTIES_TRIGGERED
12251982,DM_REF_SMF_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DM_REF_SMF_TRIGGERED
12251983,TRN_EXT_CL_TRD_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_EXT_CL_TRD_TRIGGERED
12251984,TRN_CASH_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_CASH_TRIGGERED
12251985,BCI_SYNC_SCD_TO_BCI,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/BCI_SYNC_SCD_TO_BCI
12251986,SA_CASH_MGMT_FILE_MOVE_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/SA_CASH_MGMT_FILE_MOVE_TRIGGERED
12251987,TM_DEPO_REPO_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TM_DEPO_REPO_TRIGGERED
12251988,TRN_FUT_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_FUT_TRIGGERED
12251989,DM_REF_BANK_HOLIDAYS_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DM_REF_BANK_HOLIDAYS_TRIGGERED
12251990,Alternative_Investments,12251978,Triggered_Plans,Plan,PROD/Triggered_Plans/Alternative_Investments
12251991,PERF_INDEX_UNIDATA_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/PERF_INDEX_UNIDATA_TRIGGERED
12251992,TRN_REPO_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_REPO_TRIGGERED
12251993,TRN_SBB_O_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_SBB_O_TRIGGERED
12251994,TRN_FX_OPT_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_FX_OPT_TRIGGERED
12251995,TRN_IRS_BASIS_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_IRS_BASIS_TRIGGERED
12251996,TRN_IRS_FI_FL_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_IRS_FI_FL_TRIGGERED
12251997,TRN_OTC_OPT_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_OTC_OPT_TRIGGERED
12251998,TRN_IRS_OIS_FI_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_IRS_OIS_FI_TRIGGERED
12251999,TRN_IRS_OIS_FL_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_IRS_OIS_FL_TRIGGERED
12252000,TRN_TRS_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/TRN_TRS_TRIGGERED
12252001,RECON_INT_DERIV_FILE_MOVE_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/RECON_INT_DERIV_FILE_MOVE_TRIGGERED
12252007,DWHREC_FILE_MOVE_TRIGGERED,12251978,Triggered_Plans,JobPlan,PROD/Triggered_Plans/DWHREC_FILE_MOVE_TRIGGERED
12333512,Test Permissions,12250451,Adhoc_Plans,JobPlan,PROD/Adhoc_Plans/Test Permissions
12360199,change_Queue_User,12250451,Adhoc_Plans,Plan,PROD/Adhoc_Plans/change_Queue_User
12559838,Receive_Email_And_Save_Attachment,12559837,Email_Templates,JobPlan,PROD/Email_Templates/Receive_Email_And_Save_Attachment
12559839,Find_Folder_And_FTP_File,12559837,Email_Templates,JobPlan,PROD/Email_Templates/Find_Folder_And_FTP_File
12559840,EMAIL_SUBMIT,12250119,Jobs,JobPlan,PROD/Jobs/EMAIL_SUBMIT
12559841,Validate_User_For_Job,12559837,Email_Templates,JobPlan,PROD/Email_Templates/Validate_User_For_Job
12559842,Process_Email,12250998,Plans,Plan,PROD/Plans/Process_Email
